Date[G],GMT Offset,Price,Bid Price,Ask Price,mid,indicator,ILS,ILE,ILP,Return
2008-01-01,0.0,0.993222033898305,0.9929345794392523,0.993738785046729,0.9933366822429907,-0.03271028037383177,0.0008091457460926431,0.00023451375646356412,5.0075766362360464e-05,-0.002464108259450484
2008-01-02,0.0,0.9916559725585149,0.9913428331936295,0.9915918463765907,0.9914673397851101,0.006553379562600015,0.00025115077024885656,8.365554824836561e-05,2.2395457649923256e-05,0.00145908304922628
2008-01-03,0.0,0.9918725210477082,0.9918873978629793,0.9921207338152106,0.992004065839095,0.0021998742928975488,0.000235205670939638,8.08167177151859e-05,1.8649375746808604e-05,-0.005494657806537089
2008-01-04,0.0,0.9952347023193973,0.994537308707124,0.9947951568454999,0.9946662327763118,0.028554676048079743,0.00025939083519280166,9.026162526610855e-05,2.1990182025289072e-05,0.014554836613680565
2008-01-06,0.0,1.0011638095238093,1.001200576368876,1.0018544668587894,1.0015275216138326,-0.11815561959654179,0.0006527233189188381,0.00016923800515269183,2.2281474257114224e-05,-0.0008492993791050068
2008-01-07,0.0,1.003301361743031,1.0032393861279298,1.0034903902643726,1.0033648881961514,0.0209819555182543,0.0002501467635974922,8.486488764862337e-05,2.0769846316141463e-05,0.005333080150792896
2008-01-08,0.0,1.0010491516436903,1.0010435464260574,1.001282171881999,1.0011628591540283,0.0030716068343252063,0.0002382491704046537,8.079873338005907e-05,1.9908578659492976e-05,-0.0007957032446883928
2008-01-09,0.0,1.0076373402744911,1.0071078170910872,1.0073357431439764,1.0072217801175318,0.014262977473065623,0.0002264301558980399,7.602077456748373e-05,1.93049560771719e-05,0.004665483944117037
2008-01-10,0.0,1.0107454812731689,1.010366408778317,1.0106057392799352,1.0104860740291262,0.001061893203883495,0.0002369154993728635,8.378560571045935e-05,2.175505327724261e-05,-0.0007430708983822611
2008-01-11,0.0,1.017624792099792,1.016847202472952,1.0170872179289026,1.0169672102009273,0.01772282328696548,0.00023623388785599947,8.108272664911094e-05,1.9936717712687144e-05,0.010108318115405813
2008-01-13,0.0,1.019735294117647,1.019533789954338,1.0199223744292238,1.019728082191781,-0.0821917808219178,0.0003810878017148525,0.00010237466628409066,2.451492189227596e-05,0.0008836091095748878
2008-01-14,0.0,1.0177455515297906,1.0176052937284024,1.017830512462319,1.0177179030953607,0.016175281229321374,0.00022130897070406723,7.809678657664622e-05,1.8240763532504744e-05,-0.0013747731335002449
2008-01-15,0.0,1.0165436561623495,1.01642448829922,1.016647416494433,1.0165359523968265,0.017801186745783053,0.00021928630180800376,7.994588723770086e-05,1.9552189735031213e-05,0.0005402883306361433
2008-01-16,0.0,1.0226025704989152,1.02247126535521,1.0227009363456747,1.0225861008504424,0.020444978953698137,0.0002246188098176771,7.950344311931646e-05,2.012374538280675e-05,0.004604916774006661
2008-01-17,0.0,1.0257127022531378,1.0252437115311293,1.025515327632224,1.0253795195816764,0.020970641102456562,0.00026498387847023324,8.84672267412241e-05,2.0201035862546336e-05,0.006479451699730847
2008-01-18,0.0,1.0264918711094837,1.0264680408399152,1.026725929493354,1.0265969851666346,0.01810826430360239,0.0002511781363563811,8.614898071930785e-05,1.957717815052296e-05,-0.0036968618813261675
2008-01-20,0.0,1.026777358490566,1.0262941634241245,1.0269941634241244,1.0266441634241246,0.07392996108949416,0.0006818666479135425,0.0001663122289415809,3.6863625196351174e-05,0.0006814973734044667
2008-01-21,0.0,1.0316190010857762,1.0312689625930462,1.0315650617167624,1.0314170121549042,0.028455667577499292,0.00028712312321492076,0.00010107319688425892,2.2236042743904718e-05,0.00819021273610196
2008-01-22,0.0,1.0297443529290642,1.0298777082685733,1.0301681729872552,1.0300229406279142,0.00788778364936276,0.00028189730586576113,9.949178717463017e-05,2.5268654019436887e-05,-0.008141946693666635
2008-01-23,0.0,1.027426435866826,1.0273028766383585,1.0275545677679054,1.0274287222031318,0.012812331255215748,0.00024498359358946073,8.505896945637059e-05,2.061926861529607e-05,-0.0039488168313839035
2008-01-24,0.0,1.0121317139306294,1.0124103021978021,1.0126688229739012,1.0125395625858518,0.009229052197802198,0.00025519217566941966,8.689836752403095e-05,2.1225838236674385e-05,-0.018834991274418657
2008-01-25,0.0,1.0060795895417487,1.006004884600625,1.006252776711803,1.006128830656214,0.013376459623924126,0.0002463507748977207,8.738533619804568e-05,2.0493718920660428e-05,0.003973580949797874
2008-01-27,0.0,1.009223469387755,1.008666125290023,1.0093670533642691,1.009016589327146,0.018561484918793503,0.0006949754695750632,0.00013801754806424987,2.1034864703484728e-05,0.003027522971600573
2008-01-28,0.0,1.0062641445270988,1.0063961445970055,1.0066537118920176,1.0065249282445117,0.008610658599022573,0.00025580379490269405,8.887758411281664e-05,1.9572384864477017e-05,-0.003972791638300727
2008-01-29,0.0,0.9991350221659278,0.9993360144130939,0.9995753511664834,0.9994556827897887,0.012947355563698547,0.00023934357490272887,8.118755137538148e-05,2.0002207282848752e-05,-0.006239257555877225
2008-01-30,0.0,0.9940132482175427,0.9941083384202173,0.9943819619094127,0.9942451501648151,0.002014406055426688,0.00027517147167733103,9.529167379113739e-05,2.271056292535542e-05,-0.0031091745622578073
