Date[G],AUD_Jumps,AUD_RV,CAD_Jumps,CAD_RV,JPY_Jumps,JPY_RV,AUD_Jumps_sqrt,AUD_RV_sqrt,CAD_Jumps_sqrt,CAD_RV_sqrt,JPY_Jumps_sqrt,JPY_RV_sqrt
2008-01-29,2.553421064551201e-07,3.675002530382496e-05,3.1530191303286978e-06,5.063893216700419e-05,0.0,5.6171381759753206e-05,0.0005053138692487275,0.006062179913515019,0.0017756742748400388,0.00711610372092792,0.0,0.007494756951346268
2008-01-30,2.2503455476074742e-05,0.00013583437779981226,5.20060267712521e-06,8.209352667813007e-05,2.469415235779571e-05,0.0001343927206380609,0.00474378071542886,0.011654800633207427,0.002280482992071024,0.009060547813357097,0.004969321116389613,0.011592787440389862
2008-01-31,5.302366943636024e-06,0.00011598291589082621,8.233282869486488e-06,9.822103758889782e-05,1.1088975383044704e-05,0.0001083694598203922,0.0023026868965701835,0.010769536475207566,0.0028693697686925064,0.009910652732736518,0.003330011318756245,0.010410065312974372
2008-02-01,5.886153744977108e-06,8.431339059437175e-05,6.514986273412209e-06,9.405041269559883e-05,0.0,8.073574217163821e-05,0.002426139679609793,0.009182232331757445,0.0025524471147140757,0.009697959202615715,0.0,0.008985307015992176
2008-02-03,1.6929056446586419e-06,7.261135090083607e-06,1.4451811861249135e-06,2.1554931089437496e-06,1.5801721669073705e-07,6.559115536223802e-07,0.001301117075692515,0.0026946493445499744,0.0012021568891475494,0.0014681597695563482,0.00039751379434019274,0.0008098836667215732
2008-02-04,1.1102575871243002e-07,3.4212237108930706e-05,2.033982262811676e-06,3.965913394866685e-05,4.426962272788363e-06,5.000797621618185e-05,0.0003332052801388808,0.005849122764050239,0.001426177500457666,0.006297549836933952,0.002104034760356483,0.0070716317930292335
2008-02-05,0.0,9.977630392365926e-05,6.586153280503518e-06,5.5385979669658526e-05,2.6501596033256424e-05,0.00016560590167517776,0.0,0.009988808934185259,0.002566350186647083,0.0074421757349352165,0.005147970088613222,0.012868795657526688
2008-02-06,0.0,8.415263679833449e-05,1.2639521276079693e-05,5.5089331414757366e-05,9.019416403156983e-05,0.000403128411506386,0.0,0.00917347463060396,0.003555210440477426,0.007422218766296057,0.009497060810143832,0.02007805796152571
2008-02-07,0.0,9.20042616843244e-05,4.144239146927758e-06,6.912268965263207e-05,0.00013316181174953306,0.00027565938806218545,0.0,0.009591885199705238,0.002035740441934521,0.008314005632222779,0.011539575891233311,0.016602993346447666
2008-02-08,4.431362578937088e-06,4.835498948732371e-05,3.7391387581631145e-05,8.895706508446124e-05,0.0005528834354444623,0.001069146442927134,0.0021050801834935143,0.006953775196777914,0.006114849759530576,0.009431705311578668,0.023513473487438267,0.03269780486404453
2008-02-10,1.6359886235737628e-06,4.909981120898018e-06,9.028555353008793e-07,1.8140197270993034e-06,0.0,6.795798807677267e-07,0.0012790577092429264,0.002215847720602212,0.0009501871054170748,0.0013468554959977345,0.0,0.0008243663510646991
2008-02-11,1.5749364964015553e-05,5.909359512080106e-05,0.0,4.5436001882604177e-05,0.0,0.0001301959615428541,0.00396854695877667,0.00768723585697753,0.0,0.006740623256243014,0.0,0.011410344497115506
2008-02-12,7.935528721703989e-07,3.779468068228092e-05,2.5797860738995118e-06,4.005394228267835e-05,0.00013380046428510705,0.0004626168785665776,0.0008908158463848737,0.006147737850809915,0.0016061712467540664,0.006328818395457271,0.011567215061764308,0.02150853036742812
2008-02-13,6.136866424109342e-06,4.747923909375597e-05,5.733616704653447e-06,3.174422652378184e-05,4.118841156076809e-06,4.886585360124777e-05,0.0024772699538220177,0.006890518056993681,0.0023944971715693145,0.005634201498329807,0.0020294928322309516,0.006990411547344532
2008-02-14,3.4541752176451936e-06,5.134647438537208e-05,3.8349360966134975e-06,4.664262671024826e-05,1.2810733716285964e-05,6.973219011863667e-05,0.001858541153067425,0.00716564542699205,0.001958299286782666,0.006829540739335864,0.003579208532103985,0.008350580226465504
2008-02-15,3.806591520278096e-06,3.686351655023972e-05,5.466517981351623e-06,5.478985014029088e-05,2.5448917505188894e-05,0.00023556639749602325,0.0019510488257032668,0.006071533294830863,0.002338058592369238,0.0074020166265883845,0.005044692012917032,0.015348172448080693
2008-02-18,3.189972582277148e-06,2.551888480358774e-05,5.283413758142369e-06,3.061554074882841e-05,1.0498211083416656e-05,3.084221073725641e-05,0.0017860494344438364,0.0050516219972982675,0.0022985677623560217,0.005533131188470811,0.0032400943016240523,0.005553576391592755
2008-02-19,7.5673203040085605e-06,5.7767776712732994e-05,1.2686826629326892e-05,5.196137402463075e-05,4.473322304210969e-05,0.00020711796828544706,0.002750876279298755,0.007600511608617738,0.0035618571882273567,0.0072084238238765315,0.006688289993870607,0.014391593667327016
2008-02-20,0.0,5.13388067779416e-05,6.155853385868615e-06,5.1901885275374705e-05,1.613788689605254e-05,9.69873377505433e-05,0.0,0.007165110381420624,0.002481099229347471,0.007204296306744657,0.004017198886793202,0.009848214952494858
2008-02-21,3.769320706843634e-06,3.7405378546560626e-05,4.798000858797778e-06,6.103334269553719e-05,0.0,0.0003600058071944252,0.0019414738491269033,0.006115993667962764,0.0021904339430345253,0.007812383931652181,0.0,0.018973818993403127
2008-02-22,4.071521031964971e-06,4.139763788275119e-05,7.753328240120602e-06,5.318274764192971e-05,9.847811867865787e-05,0.0006338816105216838,0.0020178010387461322,0.00643409961709882,0.00278447988682278,0.007292650248155996,0.00992361419436779,0.025177005590849833
2008-02-25,1.8032692387972145e-06,3.410361001824588e-05,2.677876827842614e-06,3.916169988268906e-05,8.691688138325445e-06,7.368781951910438e-05,0.0013428586071501402,0.005839829622364498,0.0016364219589832612,0.006257930958606771,0.0029481669115444336,0.008584160967683701
2008-02-26,3.390094890123265e-06,4.0172025207860235e-05,3.369125590423628e-06,6.859237085415352e-05,3.378909503530108e-05,0.00019631468755615153,0.0018412210323921637,0.0063381405165758384,0.001835517798993959,0.008282051126028716,0.005812838810366332,0.014011234333782
2008-02-27,6.553166990424021e-06,5.3179988414198437e-05,5.38463357344268e-06,6.092949600751348e-05,5.672460574008005e-05,0.000279917549651802,0.002559915426420182,0.007292461067033436,0.0023204813236573744,0.007805734815346565,0.007531573921835996,0.01673073667391254
2008-02-28,8.702753881756174e-06,7.301402789569665e-05,4.404603353073409e-06,5.879769883436418e-05,2.8149259018202304e-05,0.000167947663744971,0.002950043030492297,0.008544824626386234,0.0020987146907270196,0.007667965755946239,0.00530558752808794,0.012959462324686585
2008-02-29,2.207702213124783e-05,0.00013519923278118503,8.721775386178807e-06,0.00010753877235392558,0.00029780799112125557,0.0008646239370273596,0.0046986191728259725,0.011627520491540104,0.0029532652075590516,0.010370090277038363,0.01725711421765689,0.029404488382343257
2008-03-02,3.038746236915147e-06,2.5124814125667877e-05,1.3023126882629766e-05,1.6050021651688574e-05,1.5355591182103576e-07,6.098627076297308e-07,0.0017431999991151753,0.0050124658727684,0.0036087569719544382,0.0040062478270432265,0.0003918621081720402,0.0007809370702109939
2008-03-03,1.4917428910204953e-05,8.470654168822719e-05,1.3473181657693971e-05,8.994964498619647e-05,5.826156202269007e-05,0.00014491006600785605,0.0038623087538679443,0.009203615685600262,0.0036705832857590864,0.009484178666927173,0.00763292617694486,0.012037859693810028
2008-03-04,4.248220951121159e-06,0.00013218657015623297,4.47255821741761e-06,8.591169144909827e-05,0.00015247597983803106,0.00037920185840709613,0.002061121284912938,0.011497241849949621,0.002114842362309212,0.009268855994625133,0.012348116448998652,0.01947310602875402
2008-03-05,3.2542833209515856e-06,8.222521839038133e-05,1.2014444832797358e-06,4.517575626037095e-05,0.00012894733304659136,0.0005798580907096512,0.0018039632260530107,0.009067812216316641,0.0010961042301167055,0.006721291264360663,0.011355497921561668,0.02408024274606988
2008-03-07,7.921044904352203e-06,9.729632403994924e-05,2.605836534354456e-05,0.00011294125610732964,2.2920835068703698e-05,0.0003587095974188175,0.0028144350950683166,0.00986388990408699,0.005104739498108063,0.010627382373253051,0.00478757089437887,0.01893963034007838
2008-03-10,9.304986437547332e-06,8.317592816530762e-05,5.42997685987533e-06,4.759723920344519e-05,4.733221121086919e-06,0.00010428999839527233,0.0030504075854789195,0.009120083780607918,0.002330231074351926,0.006899075242628188,0.002175596727586921,0.01021224747033053
2008-03-11,9.58823990949966e-06,8.297748874048359e-05,4.6122684048306785e-06,4.282441296976167e-05,2.400215118762846e-05,0.00017679005074493873,0.003096488318967094,0.009109198029491047,0.002147619241120427,0.006544036443187161,0.004899199035314697,0.013296241978278627
2008-03-12,1.6011544358819976e-08,6.504287517204241e-05,8.314835220937959e-07,5.559554098471785e-05,2.7339292459158376e-05,0.0002528702579122034,0.00012653673126337655,0.00806491631525352,0.0009118571829479636,0.007456241746665531,0.005228698926038711,0.01590189478999919
2008-03-13,3.94528878733323e-06,8.464466890700446e-05,7.308914424379592e-06,6.490946209660826e-05,0.000523103932429795,0.0014160415506920074,0.0019862751036382725,0.009200253741446725,0.002703500402141563,0.008056640869283442,0.022871465463100413,0.03763032753899449
2008-03-14,1.481943648768582e-05,0.00010238147949681387,1.5194845804466711e-05,0.00010513171422260985,5.761289388551223e-05,0.0003127662466274877,0.0038496021206984262,0.010118373362196805,0.0038980566702482293,0.010253375747655493,0.0075903157961650205,0.01768519851818146
2008-03-16,0.0,3.8191697084416395e-05,4.386896080022978e-06,1.1369899243598405e-05,0.0,2.738863270957656e-05,0.0,0.006179943129545481,0.0020944918429115396,0.003371928119577641,0.0,0.005233415014077955
2008-03-18,7.717465148685297e-06,0.00010544128238513972,1.4744498406870713e-05,0.00012361699281519304,0.00028028548845212284,0.0007814229218866083,0.002778032603963693,0.010268460565495673,0.00383985656071561,0.011118317895041184,0.016741728956476475,0.027953942868343427
2008-03-19,1.2648981738059097e-05,0.00013641394355880295,1.4472672836434306e-05,0.00012040067825169037,4.009773186858549e-05,0.00045080857913475694,0.0035565406982149238,0.011679637989201675,0.003804296628344628,0.010972724285777455,0.006332276989250035,0.021232253275023753
2008-03-20,1.1289768931569004e-05,0.00012445075392357162,3.820600708643744e-06,8.125999225157412e-05,4.13752174023211e-05,0.0003716918951346517,0.0033600251385323,0.011155749814493493,0.0019546356971680795,0.009014432442010651,0.006432357064274425,0.019279312620906684
2008-03-21,1.615132820930901e-05,2.731165836165988e-05,3.1352972980647248e-06,1.6213018000317307e-05,0.00014725213600095356,0.00020934369292975092,0.004018871509430105,0.0052260557174278075,0.0017706770733436192,0.004026539208838938,0.012134749111578432,0.01446871428046566
2008-03-24,2.5688577303235614e-06,4.62351570043289e-05,4.282731443723302e-06,4.7055346797134584e-05,7.672442003673358e-05,0.00028718364489834517,0.0016027656504690763,0.00679964388805244,0.002069476127845717,0.0068596899927864515,0.008759247686687115,0.016946493587121355
2008-03-25,4.783794354006548e-06,5.220297797845073e-05,5.64007772913325e-07,6.568738812914065e-05,6.552224650524058e-05,0.0003170079872001067,0.0021871886873350795,0.007225162834044001,0.0007510045092496615,0.008104775637187044,0.008094581305122618,0.017804718116277683
2008-03-26,2.8916740009217484e-06,6.853283610898294e-05,4.984581031195269e-06,5.185662168122935e-05,0.00021350821458936066,0.0005898582430044728,0.001700492281935366,0.00827845614284348,0.0022326175290889546,0.007201154190907826,0.014611920290959729,0.024286997406111625
2008-03-27,2.9789616847756544e-06,5.690350822792091e-05,1.9226712433843875e-05,5.995676683570078e-05,0.00024200443244231973,0.0005951843207853434,0.0017259668840321515,0.007543441404817891,0.004384827526122763,0.0077431755007684525,0.0155564916495436,0.024396399750482516
2008-03-28,1.7381696615743498e-06,4.9707305179124684e-05,6.228937858360643e-06,4.644284831619787e-05,0.00011385714647103526,0.0005945937054923359,0.0013183966252893512,0.007050340784609258,0.002495784016769208,0.006814898995304176,0.01067038642557219,0.024384292187642764
2008-03-30,1.182146809390538e-06,8.819452404264539e-06,1.0254261568584755e-07,2.9398232940363144e-07,9.764185588555285e-07,1.9031597044870556e-06,0.0010872657492032654,0.0029697562870149023,0.0003202227594750997,0.0005422013734800304,0.0009881389370202595,0.001379550544375615
2008-03-31,1.5011878875821047e-06,6.702674139005619e-05,7.554614011765595e-06,5.6090883438109525e-05,4.763303705975869e-05,0.0001344004507269813,0.0012252297284926221,0.008186986099295405,0.002748565809975376,0.007489384716924984,0.006901669150267831,0.011593120836383157
2008-04-01,0.0,8.10586182192989e-05,0.0,7.906143731742788e-05,5.3665373266603074e-05,0.00017414718694421113,0.0,0.009003255978772285,0.0,0.008891649864756702,0.007325665380469072,0.01319648388564966
2008-04-02,4.2994604499104936e-07,4.6279835116662396e-05,7.86616906094536e-06,5.865596128254452e-05,0.0001882926544908182,0.000417284552717328,0.0006557027108309446,0.006802928422132809,0.002804669153562566,0.007658717992101845,0.013721977062027841,0.020427543971738942
2008-04-03,7.116523315022688e-06,6.505446462189297e-05,0.0,5.953016960503011e-05,7.441663568021924e-05,0.00024792262009124276,0.0026676812618869382,0.008065634793486064,0.0,0.007715579667466995,0.008626507733736709,0.015745558741792644
2008-04-04,1.0631467624237232e-05,5.139896400483822e-05,1.3913502405101842e-05,5.5525022246565654e-05,2.4964159011528486e-05,0.0005009038297486303,0.0032605931399420614,0.007169307079825652,0.0037300807504800537,0.007451511406860064,0.004996414615654758,0.022380880897512286
2008-04-07,2.1071377877343188e-07,3.799835718772101e-05,7.785150810572276e-06,3.304957045278626e-05,0.0002986136292000977,0.001119389844329559,0.00045903570533612295,0.006164280751857511,0.0027901883109518392,0.005748875581606047,0.01728044065410653,0.03345728387555629
2008-04-08,3.7153798462701273e-06,3.980439386844955e-05,2.725237796639752e-06,3.7947270192340745e-05,0.00020718134673643153,0.0007218930427249667,0.0019275320610226247,0.006309072346109969,0.001650829426876003,0.0061601355660683916,0.014393795424988904,0.02686806734257168
2008-04-09,2.548101166946514e-06,4.630749633154257e-05,5.05934279771321e-07,3.640447454175637e-05,5.012006355099551e-05,0.0002152596067059785,0.0015962772838534393,0.006804961155770293,0.0007112905733744269,0.006033612064241152,0.007079552496520914,0.014671728143132237
2008-04-13,0.0,1.6530581317436207e-05,1.0377149021381988e-06,4.842638683095271e-06,0.0,0.0,0.0,0.00406578175969102,0.00101868292522168,0.0022005996189891678,0.0,0.0
2008-04-15,4.55233020838942e-06,4.917473052898153e-05,8.753299581479174e-06,4.178877164643413e-05,0.00022341066069713855,0.0015402621226589767,0.0021336190401262875,0.007012469645494484,0.0029585975700455063,0.006464423535508339,0.01494692813581234,0.03924617335051886
2008-04-16,2.7080011553214933e-06,3.660444657927118e-05,1.4560626268582623e-05,7.417765835251793e-05,0.000167974827128366,0.0011725025082444968,0.0016456005454913696,0.0060501608721811005,0.003815838868267713,0.008612645258718016,0.01296051029583195,0.034241823961998534
2008-04-17,0.0,3.5814571153297285e-05,0.0,7.382209454553103e-05,0.00014186416908371774,0.0003063598517472722,0.0,0.005984527646631544,0.0,0.008591978500062197,0.011910674585585727,0.01750313833994556
2008-04-18,2.735205574826964e-06,5.1256858542693636e-05,8.589085384976753e-06,6.795718563493001e-05,0.00016836093366977555,0.0004893963712780656,0.0016538456925683739,0.007159389537013169,0.0029307141424875873,0.008243614840282751,0.01297539724516269,0.022122304836478174
2008-04-21,1.252646834438314e-06,3.791803649882897e-05,1.1845681622330775e-05,6.214468160343752e-05,1.636004167287274e-05,0.0001319590834942547,0.0011192170631465167,0.006157762296388922,0.0034417556017722665,0.007883189811455608,0.004044754834705404,0.011487344492712609
2008-04-22,3.1639826284739537e-06,3.702663093206022e-05,0.0,7.339931962728892e-05,0.0,0.0005063899210677944,0.001778758732508137,0.006084951185676038,0.0,0.008567340288986362,0.0,0.022503109142245088
2008-04-23,0.0,3.589613067710503e-05,0.0,5.785386497594638e-05,0.0,0.0001466513884079346,0.0,0.005991337970529207,0.0,0.007606172820541641,0.0,0.012109970619614838
2008-04-24,7.603902726645444e-06,6.074924505169088e-05,2.717997271375467e-06,5.549143192277979e-05,0.00010347709110414225,0.00025028224001617425,0.0027575174934432317,0.007794180203952875,0.0016486349721437632,0.0074492571389890815,0.010172369001571967,0.015820310996190128
2008-04-25,3.242040420451359e-05,9.582180632869834e-05,1.6478201089385297e-07,5.902366243560488e-05,0.00022399361198165429,0.001153730041504073,0.005693891832877895,0.009788861339742144,0.0004059335055078023,0.007682685886824013,0.014966416136859695,0.03396660185393989
2008-04-27,2.630216652693209e-07,2.057021259356975e-06,4.7519680307235904e-06,9.933901541257051e-06,5.718796465359109e-10,5.718796465359109e-10,0.0005128563787936355,0.0014342319405720174,0.0021799009222264187,0.00315180924886914,2.3914005238268032e-05,2.3914005238268032e-05
2008-04-28,2.6175489003603505e-06,2.7177062445229303e-05,5.696535226515039e-06,5.501728457461601e-05,1.4062727209384712e-05,7.009299884977196e-05,0.0016178840812494418,0.005213162422678705,0.0023867415500039043,0.007417363721337656,0.003750030294462261,0.008372156164917849
2008-04-29,6.563112187197586e-06,4.314165951005873e-05,2.867445220542723e-06,4.336671238353852e-05,9.862320374192849e-05,0.0005300755063030471,0.002561857175409587,0.0065682310792220715,0.0016933532474184831,0.006585340718864782,0.009930921595800083,0.02302336870015001
2008-04-30,2.855298119271137e-06,4.660577808652818e-05,5.959066185031131e-06,6.778052602870195e-05,8.813954225052041e-06,0.00020917667839976645,0.0016897627405263547,0.006826842468266584,0.0024411198628971767,0.008232892931934797,0.0029688304473398344,0.014462941554184835
2008-05-01,6.255111126726094e-06,6.740863428987349e-05,6.747168196153282e-06,5.8670162292401854e-05,2.077831007470449e-05,6.496648303997691e-05,0.0025010220164416973,0.008210276139684553,0.0025975311732784425,0.007659645050026917,0.004558323164794757,0.008060178846649552
2008-05-02,1.4314426469807384e-05,8.051441751048046e-05,2.7625792461905322e-05,8.392774434537606e-05,1.929922525291172e-06,0.00017407640677051428,0.003783441088454713,0.00897298264293877,0.005256024397004387,0.009161208672733968,0.0013892165149072956,0.01319380183156145
2008-05-04,9.73428661533144e-07,1.920385758426815e-06,3.86592615728436e-07,9.568871495614162e-07,5.620920539979901e-08,5.620920539979901e-08,0.0009866248839012445,0.0013857798376462312,0.0006217657241505324,0.0009782060874690037,0.00023708480634532236,0.00023708480634532236
2008-05-05,2.2407502311135805e-06,3.1585887295014396e-05,9.541979510905216e-07,2.2571309336591045e-05,1.1099739951296304e-05,5.069161841428177e-05,0.0014969135683510857,0.005620132320062793,0.0009768305641668475,0.004750927208092231,0.003331627222739108,0.007119804661244701
2008-05-06,6.821455531284055e-06,4.861169166890304e-05,3.4853929161870925e-06,6.858354777922594e-05,1.0351751830855029e-05,9.876318608948577e-05,0.002611791632440087,0.006972208521616593,0.001866920704311539,0.008281518446470185,0.0032174138420251485,0.009937966899194512
2008-05-07,3.956684407918984e-06,5.091020181165909e-05,5.759934953927569e-06,5.088057353678514e-05,4.6325911231870126e-05,0.000213373057791024,0.0019891416259077642,0.007135138527853478,0.002399986448696652,0.007133062002869815,0.006806314070910196,0.014607294677352957
2008-05-08,2.2768184215797235e-05,7.709363397052927e-05,6.487424203893767e-06,4.883349968942944e-05,2.612917413695607e-05,0.00011616019220022977,0.004771601850091563,0.008780298057043922,0.0025470422461933697,0.006988097000573864,0.005111670386180634,0.010777763784766753
2008-05-09,5.02615262991402e-06,4.0962106213026545e-05,1.1982436310659709e-05,5.187146231068961e-05,0.00012630427395373127,0.0004438582563571107,0.0022419082563552906,0.00640016454577744,0.003461565586647133,0.007202184551279535,0.011238517426855344,0.02106794380942551
2008-05-12,6.191659939846459e-06,4.244392051913946e-05,2.832443677057949e-06,2.6902682567699404e-05,1.2469265212883473e-05,4.678553861713617e-05,0.0024883046316410817,0.006514899885580704,0.001682986535019799,0.005186779595056976,0.0035311846755562747,0.006839995512947079
2008-05-13,1.0932817345873644e-05,5.2507357588211677e-05,4.2222627141975995e-06,3.532784262090064e-05,4.368797326245578e-06,7.214170322522767e-05,0.0033064811122814,0.007246196077129826,0.0020548145206313877,0.005943722959635706,0.0020901668178032054,0.008493627212518081
2008-05-14,2.9565917567748513e-06,5.2026026639724124e-05,3.0867991724614676e-06,5.0296962051087483e-05,8.123238216707038e-06,8.289059585051915e-05,0.0017194742675523968,0.007212906947945754,0.0017569289036445009,0.007092035113497922,0.002850129508760442,0.009104427266474216
2008-05-15,1.171917868946958e-06,5.915439040495636e-05,1.76190136009208e-06,3.673314572950561e-05,1.7946846398718278e-05,0.00015369970407340164,0.001082551554867923,0.007691189141150825,0.0013273663247544288,0.0060607875502698165,0.004236371843773665,0.012397568474237262
2008-05-16,1.1583485445053154e-05,5.7793814534821204e-05,8.617574364337588e-06,4.83278715236271e-05,0.00010646957129710607,0.00023953913109126562,0.003403451989532562,0.007602224314950277,0.0029355705347236315,0.006951825049843177,0.01031840933948184,0.01547705175707782
2008-05-19,0.0,3.129675047769332e-05,2.7404438169924386e-06,2.9242565450679188e-05,0.0003393471877200197,0.00042206029442562893,0.0,0.005594349870869118,0.001655428590121736,0.005407639545187825,0.018421378551021085,0.020544106075116263
2008-05-20,4.722309435587288e-07,5.4045239588490535e-05,4.244103575683622e-06,5.5723162814248305e-05,1.8349335652258778e-05,0.0006830438461594614,0.0006871906166113801,0.007351546748031365,0.0020601222234818066,0.007464794894318819,0.004283612453555851,0.02613510754061405
2008-05-21,4.01952598107177e-06,4.2955070524103e-05,7.284692757916631e-06,4.751052031182213e-05,0.0005736057204098952,0.0006514438360909681,0.0020048755525148613,0.006554011788523347,0.0026990169984489965,0.00689278755742712,0.02395006723184499,0.025523397816336446
2008-05-23,2.8747357027231246e-06,2.6905957201303294e-05,3.6889809384424187e-06,3.3955698303910263e-05,0.00024883576975279534,0.0019184799199980537,0.0016955045569750395,0.005187095256625166,0.0019206720017854216,0.005827151817475692,0.015774529145200986,0.04380045570536971
2008-05-27,5.719257769693317e-07,3.129661012269253e-05,5.449243411477269e-06,4.1878564191020326e-05,4.082975601481999e-06,4.7795808923989254e-05,0.0007562577450640302,0.005594337326501909,0.0023343614569036365,0.006471364940336801,0.002020637424547511,0.006913451303364279
2008-05-28,1.2796629498587931e-06,3.437847414367483e-05,3.658673354336273e-06,2.6404517121989533e-05,0.00036219389525243156,0.0009213190463167441,0.0011312218835660814,0.005863315968261887,0.0019127658911472342,0.005138532584502071,0.0190313923624214,0.03035323782262354
